Url,Label,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,URL_Depth,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%B3%E3%82%B9%E3%83%97%E3%83%AC%E3%83%BB%E5%88%B6%E6%9C%8D%E7%B3%BB%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FZd2fGvTj1NMRjrNu+%E3%82%AA%E3%83%8A%E3%83%8B%E3%83%BC%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8A%E3%83%BC%EF%BC%AA%EF%BC%AB+%23ero+%23douga+%23agesage,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://moviepilot.com/quizzes/2015/03/11/which-star-wars-character-are-you--3-2771568,0,-1,1,1,-1,-1,-1,-1,5,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://udn.com/news/story/7263/898571-%E3%80%8C%E6%97%A5%E5%87%BA%E9%9F%B3%E6%A8%82%E7%AF%80%E3%80%8D-%E6%9D%B1%E6%B5%B7%E5%B2%B8%E8%AE%93%E5%A4%A2%E6%83%B3%E7%B6%BB%E6%94%BE,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://tobogo.net/cdsb/board.php?board=love&bm=view&no=75&category=&auth=&page=1&search=&keyword=&recom=,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
http://olx.ro/i2/servicii-afaceri-colaborari/servicii-auto-transporturi/tractari-auto/servicii-afaceri-colaborari/servicii-auto-transporturi/tractari-auto,0,-1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://venturebeat.com/2014/04/12/all-the-passwords-you-should-change-because-of-heartbleed-in-one-handy-graphic/,0,-1,1,1,-1,-1,-1,-1,4,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://fanpage.gr/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20,0,-1,1,-1,-1,-1,-1,-1,6,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1
http://1337x.to/torrent/1141939/Avengers-Age-of-Ultron-2015-ENG-CAM-XVID-AC3-MURD3R/,0,-1,1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://mic.com/articles/108998/here-s-what-happens-when-a-bisexual-man-changes-his-gender-on-tinder-to-female,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://babal.net/books/view/253/%D8%A7%D9%84%D8%A7%D9%85%D8%A7%D9%85-%D8%A3%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%B1%D9%81%D8%A7%D8%B9%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D9%84%D8%AD-%D8%A7%D9%84%D9%85%D8%AC%D8%AF%D8%AF,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://tobogo.net/cdsb/board.php?board=scary&bm=view&no=127&category=&auth=&page=1&search=&keyword=&recom=,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://torcache.net/torrent/016345C13A9EFF9D2479CE9DDFDD8859B1E2AC1A.torrent?title=[kickass.to]brickleberry.s03e12.hdtv.x264.batv.ettv,0,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://otomoto.pl/oferta/magyar-20-000-do-25000-l-1-komora-na-magazyn-cena-do-negocjacji-ID2bG9rg.html,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://eksisozluk.com/13-mayis-2015-real-madrid-juventus-maci--4764110?focusto=51286591,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://kickass.to/desktop-wallpapers-girls-1680x1050-2560x1600-124pcs-2015-jpg-t10628520.html,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1
http://extratorrent.cc/torrent/4189671/Steve.Harvey.2015.05.12.SDTV.x264-%5B2Maverick%5D.mp4.html,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://pikabu.ru/tag/%D0%B8%D0%BC%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%B8%D0%BD%D0%B3/hot,0,-1,1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
https://prezi.com/support/article/account/registering-for-a-prezi-educational-license/?lang=en,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://pornsharing.com/diamond-kitty-teaches-virgin-step-daughter-how-to-suck_v78232,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://babal.net/news/view/50968/%D9%8A%D8%A7%D9%85%D8%A7%D9%87%D8%A7-%D8%AA%D8%B9%D9%8A%D8%AF-XJR1300-%D8%A8%D9%82%D9%88%D8%A9-%D9%84%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bleacherreport.com/articles/2463197-hideo-itami-finn-balor-and-latest-wwe-nxt-developmental-news,0,-1,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://grantland.com/the-triangle/big-blue-goes-gray-everything-we-learned-from-the-first-two-monday-night-football-games/,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://dropbooks.tv/search/index/word:%E3%82%B3%E3%82%B9%E3%83%97%E3%83%AC/term:no/page:2,0,-1,1,-1,-1,-1,-1,-1,5,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
https://privatbank.ua/ua/business/universalnyje-reshenija/prijem-platezhej-ot-naselenija/gtm.start,0,-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://buzzfil.net/m/show-art/felicitation-a-mamie-qui-a-eu-son-bac-a-103-ans-e-9.html,0,-1,1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://nesn.com/2015/05/champions-league-semifinal-wrap-juventus-barcelona-out-last-real-madrid-bayern-munich/,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://buzzfil.net/article/5518/lol/15-parfaites-illustrations-les-plus-intimes-de-la-maternite-moderne-2.html?href=inner_website,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
https://medium.com/girls-education/she-didn-t-know-it-was-her-wedding-day-291dad6d353a?source=has-recommended,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://kenh14.vn/xa-hoi/chan-dung-chu-nhan-biet-phu-xay-tu-2000m3-go-2015051308483541.chn,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://dantri.com.vn/nhip-song-tre/dung-am-thanh-dap-lua-chang-trai-viet-duoc-bao-gioi-my-san-don-1052497.htm,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
https://medium.com/cuepoint/raising-heck-inside-the-kurt-cobain-documentary-759c56a24a1,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.co.id/i2/elektronik-gadget/tablet/samsung/elektronik-gadget/tablet/samsung,0,-1,1,1,-1,-1,-1,-1,7,-1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
https://wmaraci.com/forum/veritabanlari/whatsapp-veritabanimda-mesajlari-pc-okuma-222637.html,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://censor.net.ua/theme/77/%D0%9F%D0%B5%D0%BD%D1%81%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F+%D1%80%D0%B5%D1%84%D0%BE%D1%80%D0%BC%D0%B0,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://distractify.com/post/related/id/553fb4184a0c4bcc5a90f734/skip/40/limit/10/back/0,0,-1,1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://stackoverflow.com/questions/30226122/invoking-multi-line-gawk-program-in-one-line?answertab=active,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://maybank2u.com.my/mbb_info/m2u/public/personalDetail04.do?channelId=&cntTypeId=1&cntKey=HL15.03.10c&programId=HI-Highlights&newsCatId=/mbb/Highlights/2015/03&bp=1&chCatId=/mbb/Personal,0,-1,1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1
http://mashable.com/category/small-business/2015/04/16/brand-engagement-online-shopping,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://perezhilton.com/cocoperez/2015-05-13-ellie-goulding-dougie-poynter-shopping-partying-matching-outfits,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://extratorrent.cc/torrent_download/4190458/Project.Almanac.2014.BRRip.XViD-ETRG.torrent,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://ecnavi.jp/redirect/?url=http://www.cross-a.net/x.php?id=7_7938_22061_26563&m=1001&pid=%user_id%,0,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,0,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://so-net.ne.jp/access/hikari/collaboration/diversion.html?SmRcid=nss_s_ad_top_swaku_collabo_withf,0,-1,1,-1,-1,-1,1,-1,4,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://interpark.com/displaycorner/FreeMarket.do?_method=itemAreaList&area1=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C&area2=%EC%A4%91%EA%B5%AC,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://indianexpress.com/article/cities/chandigarh/badal-buses-return-minus-black-films-curtains-firm-name/,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://extratorrent.cc/torrent_download/4188618/Shingeki+No+Kyojin+%5BAttack+on+Titan%5D+OAD+-+OVA+-5+%7BEng+Sub%7D+480p+L%40mBerT.torrent,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://telegraf.com.ua/biznes/ekonomika/1887501-ukraina-rasschityivaet-na-uvelichenie-reversnyih-postavok-gaza-iz-slovakii.html,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://sourceforge.net/directory/communications/add_facet_filter?facet=license&constraint=OSI-Approved+Open+Source+%3A%3A+Common+Public+License+1.0,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://sourceforge.net/directory/business-enterprise/add_facet_filter?facet=os&constraint=Grouping+and+Descriptive+Categories+%3A%3A+All+BSD+Platforms+%28FreeBSD%2FNetBSD%2FOpenBSD%2FApple+Mac+OS+X%29,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
http://ap.org/Content/AP-In-The-News/2013/AP-names-new-correspondent-in-Springfield-Ill,0,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://thenextweb.com/media/2015/05/07/with-great-youtube-traffic-comes-great-responsibility/gtm.js,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://techcrunch.com/2015/05/13/europes-search-delisting-ruling-is-mostly-about-social-media-privacy-invasions/,0,-1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://thenextweb.com/insider/2015/05/12/verizons-deal-to-buy-aol-will-make-life-uncomfortable-for-techcrunch-and-engadget/gtm.start,0,-1,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://qz.com/384376/how-companies-motivate-employees-when-there-are-no-promotions-to-hand-out/,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://nesn.com/2014/06/patriots-already-showing-signs-of-improvement-in-minicamp-video/,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://themeforest.net/item/pages-responsive-admin-dashboard-template/full_screen_preview/9694847,0,-1,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://otomoto.pl/oferta/man-tga-430-lov-deck-mega-euro-3-w-swietnej-kondycji-ID6y4tnn.html,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://themeforest.net/item/activity-calories-calculators-and-sport-activity/11391588,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/autoturisme/porsche/auto-masini-moto-ambarcatiuni/autoturisme/porsche,0,-1,1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://telegraf.com.ua/kultura/kino/1886991-sara-dzhessika-parker-vzyalas-za-semki-seksa-v-bolshom-gorode-3.html,0,-1,1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://torrentdn.com/bbs/s.php?bo_table=torrent_tv&wr_id=83638&k=%EB%83%84%EC%83%88%EB%A5%BC%2B%EB%B3%B4%EB%8A%94%2B%EC%86%8C%EB%85%80&page=1,0,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://distractify.com/post/related/id/55528c3f4a0c4bde15d5da57/skip/40/limit/10/back/0,0,-1,1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2108100000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_09&ctype=B,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://comicbook.com/2015/05/11/x-men-apocalypse-casting-notice-reveals-synopsis-might-confirm-g/,0,-1,1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/camioane-utilaje-rulote-remorci/js/spring.js,0,-1,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://wikiwiki.jp/sample/?%A5%C7%A5%B6%A5%A4%A5%F3%A5%C6%A5%F3%A5%D7%A5%EC%A1%BC%A5%C8%2Fdefault_black02_s,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
http://kickass.to/brazil-a-festa-continua-7-full-porn-movie-amateur-anal-sex-latina-t10642647.html,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1
http://abc.go.com/shows/shows/dancing-with-the-stars/%20http:/abc.go.com/shows/once-upon-a-time/episode-guide/season-04/,0,-1,1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://rt.com/in-vision/baltimore-protest-freddie-justice/may-baltimore-maryland-2015/,0,-1,1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://jezebel.com/5531613/rosalynn-carter-continues-the-crusade-for-mental-health-awareness,0,-1,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://couchtuner.eu.com/2015/05/girl-meets-world-s2-e2-girl-meets-the-new-world.html,0,-1,1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1
http://mic.com/articles/91161/what-the-u-s-can-learn-from-the-rest-of-the-world-about-how-to-treat-fathers,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://extratorrent.cc/torrent_download/4190307/25+Amazing+Animals+HD+Wallpapers+Set+40.torrent,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://genius.com/5181075/Genius-founders-introducing-geniuscom/This-great-knowledge-project,0,-1,1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://yourlust.com/videos/noisy-and-creamy-reverse-gangbang-party-with-mess-loving-whores.html,0,-1,1,1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
http://pitchfork.com/news/56341-aphex-twin-announces-new-album-syro-via-the-deep-web/,0,-1,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2330&category=&auth=&page=1&search=&keyword=&recom=,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
http://bestblackhatforum.com/Thread-%E2%9D%B6%E2%9D%B6%E2%9D%B6UNIQUE-SERVICE%E2%9D%B6%E2%9D%B6%E2%9D%B6-Stock-Images-Video-footage-from-ShutterStock,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://tunein.com/radio/CHOI-981-Radio-X-981-s12492/15480783/ca-pub-1542925551861702/Station,0,-1,1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2316&category=&auth=&page=1&search=&keyword=&recom=,0,-1,1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
